accessionVersion	lineage	sampleCollectionDate	geoLocCountry	geoLocAdmin1	authors	authorAffiliations	hostNameScientific	length	earliestReleaseDate	submissionId	groupName	dataUseTerms	dataUseTermsUrl	completeness	geoLocAdmin2	geoLocCity	isLabHost	specimenCollectorSampleId	totalAmbiguousNucs	totalUnknownNucs	diagnosticMeasurementValue	diagnosticMeasurementUnit	diagnosticMeasurementMethod
PP_001P70D.1	A.D.1.3	2020-11-19	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857271.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P71B.1	A.D.1.3	2020-11-20	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857272.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P729.1	A.D.1.3	2020-11-23	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857273.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P737.1	A.D.1.3	2020-11-30	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857274.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P745.1	A.D.1.3	2020-11-30	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857275.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P753.1	A.D.1.3	2020-11-30	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857276.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P761.1	A.D.1.3	2020-11-29	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857277.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P77Z.1	A.D.1.3	2020-11-25	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857278.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P78X.1	A.D.1.3	2020-11-19	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857279.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P79V.1	A.D.1.3	2020-11-23	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857280.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P7AT.1	A.D.1.3	2020-11-26	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857281.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P7BR.1	A.D.1.3	2020-11-30	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857282.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P7CP.1	A.D.1.3	2020-11-28	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857283.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P7DM.1	A.D.1.3	2020-11-28	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857284.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P7EK.1	A.D.1.3	2020-11-22	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857285.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P7FH.1	A.D.1.3	2020-11-19	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857286.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P7GF.1	A.D.1.3	2020-11-29	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	11158	2022-04-06	OM857287.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.7329392446633826					0	0			
PP_001P7HC.1	A.D.1.3	2020-12-03	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857288.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P7JA.1	A.D.1.3	2020-12-07	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857289.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P7K8.1	A.D.1.3	2020-12-22	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	15227	2022-04-06	OM857290.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9992775041050903					1	0			
PP_001P7L6.1	A.D.1.3	2020-11-26	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14962	2022-04-06	OM857291.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P7M4.1	A.D.1.3	2020-11-12	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857292.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P7N2.1	A.D.1.3	2020-11-17	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857293.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P7P0.1	A.D.1.3	2020-12-04	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14959	2022-04-06	OM857294.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P7QY.1	A.D.1.3	2020-11-10	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14959	2022-04-06	OM857295.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P7RW.1	A.D.1.3	2020-11-01	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857296.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P7SU.1	A.D.1.3	2020-11-03	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857297.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P7TS.1	A.D.1.3	2020-11-25	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857298.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P7UQ.1	A.D.1.3	2020-11-03	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857299.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P7VN.1	A.D.1.3	2020-11-17	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857300.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P7WL.1	A.D.1.3	2020-11-05	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857301.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P7XJ.1	A.D.1.3	2020-11-05	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857302.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P7YG.1	A.D.1.3	2020-11-16	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857303.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P7ZE.1	A.D.1.3	2020-11-24	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857304.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P80C.1	A.D.1.3	2020-11-25	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857305.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P81A.1	A.D.1.3	2020-11-05	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857306.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P828.1	A.D.1.3	2020-11-28	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857307.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P836.1	A.D.1.3	2020-11-10	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857308.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P844.1	A.D.1.3	2020-11-13	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857309.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P852.1	A.D.1.3	2020-11-25	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857310.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P860.1	A.D.1.3	2020-11-18	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857311.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P87Y.1	A.D.1.3	2020-11-27	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857312.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P88W.1	A.D.1.3	2020-11-23	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857313.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P89U.1	A.D.1.3	2020-11-29	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857314.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P8AS.1	A.D.1.3	2020-11-13	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857315.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P8BQ.1	A.D.1.3	2020-11-15	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857316.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P8CN.1	A.D.1.3	2020-11-24	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857317.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P8DL.1	A.D.1.3	2020-11-09	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857318.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P8EJ.1	A.D.1.3	2020-11-10	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857319.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P8FG.1	A.D.1.3	2020-11-27	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857320.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P8GE.1	A.D.1.3	2020-11-26	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857321.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P8HB.1	A.D.1.3	2020-11-15	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857322.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P8J9.1	A.D.1.3	2020-11-27	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857323.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P8K7.1	A.D.1.3	2020-11-27	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857324.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P8L5.1	A.D.1.3	2020-11-27	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857325.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
