accessionVersion	lineage	sampleCollectionDate	geoLocCountry	geoLocAdmin1	authors	authorAffiliations	hostNameScientific	length	earliestReleaseDate	submissionId	groupName	dataUseTerms	dataUseTermsUrl	biosampleAccession	completeness	geoLocAdmin2	geoLocCity	insdcAccessionFull	insdcRawReadsAccession	isLabHost	specimenCollectorSampleId	totalAmbiguousNucs	totalUnknownNucs	diagnosticMeasurementValue	diagnosticMeasurementMethod	diagnosticMeasurementUnit
PP_0024YT5.1	B.D	2012-08-28	New Zealand	Christchurch	Shabman, R.; Das, S. R.; Shilts, M.; Fedorova, N.; Puri, V.; Shrivastava, S.; Amedeo, P.; Williams, M.; Barratt, K.; Mitchell, J.; Jennings, L.	J. Craig Venter Institute	Homo sapiens	15173	2016-10-01	KX765976.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.996715280515044			KX765976.1				0	0			
PP_0024YU3.1	B.D	2011-07-03	New Zealand	Christchurch	Shabman, R.; Das, S. R.; Shilts, M.; Fedorova, N.; Puri, V.; Shrivastava, S.; Amedeo, P.; Williams, M.; Barratt, K.; Mitchell, J.; Jennings, L.	J. Craig Venter Institute	Homo sapiens	15172	2016-10-01	KX765978.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.996715280515044			KX765978.1				0	0			
PP_0025GXB.1	B.D	2013-12-10	USA		Shabman, R.; Das, S. R.; Shilts, M.; Fedorova, N.; Puri, V.; Shrivastava, S.; Amedeo, P.; Hu, L.; Durbin, A.; Rocchi, I.; Williams, T.; Hartert, T.	J. Craig Venter Institute	Homo sapiens	15231	2016-10-31	KX894801.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9309551964262252			KX894801.1				0	1040			
PP_0025JWB.1	B.D.4	2014-01-07	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15276	2017-01-24	KY249656.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KY249656.1			RSVB/England136/2014	0	0			
PP_0025JX9.1	B.D.4	2014-01-03	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15276	2017-01-24	KY249657.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KY249657.1			RSVB/England263/2014	0	0			
PP_0025JY7.1	B.D	2013-12-30	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15277	2017-01-24	KY249658.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KY249658.1			RSVB/England167/2014	0	0			
PP_0025JZ5.1	B.D.1	2013-12-18	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15276	2017-01-24	KY249659.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KY249659.1			RSVB/England595/2013	0	0			
PP_0025K03.1	B.D.4.1	2013-12-18	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15247	2017-01-24	KY249660.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KY249660.1			RSVB/England583/2013	0	0			
PP_0025K11.1	B.D.1.1	2013-11-27	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15247	2017-01-24	KY249661.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KY249661.1			RSVB/England015/2013	0	0			
PP_0025K2Z.1	B.D.1	2013-11-19	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15276	2017-01-24	KY249662.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KY249662.1			RSVB/England080/2013	0	0			
PP_0025K3X.1	B.D	2013-11-14	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15269	2017-01-24	KY249663.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KY249663.1			RSVB/England005/2013	0	0			
PP_0025K4V.1	B.D.4	2013-11-12	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15276	2017-01-24	KY249664.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KY249664.1			RSVB/England135/2013	0	0			
PP_0025K5T.1	B.D.4	2013-10-09	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15278	2017-01-24	KY249665.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9999343056103008			KY249665.1			RSVB/England617/2013	1	0			
PP_0025K6R.1	B.D.1.1	2013-01-02	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15277	2017-01-24	KY249666.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KY249666.1			RSVB/England400/2013	0	0			
PP_0025K8M.1	B.D	2012-11-23	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15281	2017-01-24	KY249672.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KY249672.1			RSVB/England198/2012	0	0			
PP_0025K9K.1	B.D.4	2012-11-19	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15247	2017-01-24	KY249673.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KY249673.1			RSVB/England537/2012	0	0			
PP_0025KAH.1	B.D.1.1	2012-11-16	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15276	2017-01-24	KY249674.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KY249674.1			RSVB/England127/2012	0	0			
PP_0025KBF.1	B.D	2012-01-23	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15276	2017-01-24	KY249675.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KY249675.1			RSVB/England306/2012	0	0			
PP_0025KCD.1	B.D	2012-01-04	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15277	2017-01-24	KY249676.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KY249676.1			RSVB/England133/2012	0	0			
PP_0025KDB.1	B.D.4	2012-01-06	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15276	2017-01-24	KY249677.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KY249677.1			RSVB/England132/2012	0	0			
PP_0025KE9.1	B.D.4	2011-12-28	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15276	2017-01-24	KY249678.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KY249678.1			RSVB/England122/2011	0	0			
PP_0025KF7.1	B.D	2011-12-22	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15253	2017-01-24	KY249679.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KY249679.1			RSVB/England002/2011	0	0			
PP_0025KG5.1	B.D	2011-12-01	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15246	2017-01-24	KY249680.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KY249680.1			RSVB/England447/2011	0	0			
PP_0025KH2.1	B.D.4.1	2016-01-05	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15247	2017-01-24	KY249681.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KY249681.1			RSVB/England138/2016	0	0			
PP_0025KJ0.1	B.D.4.1	2016-01-10	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15226	2017-01-24	KY249682.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9994087504927079			KY249682.1			RSVB/England136/2016	0	0			
PP_0025KKY.1	B.D.4.1	2016-01-04	United Kingdom		Valappil, M.; Talts, T.; Ellis, J.; Sails, A.; Eltringham, G.; Waugh, S.; Gould, K.; Harrison, I.; Pebody, R.; Zambon, M.	Public Health England National Infection Services, Reference Microbiology	Homo sapiens	15223	2017-01-24	KY249683.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			KY249683.1			RSVB/England133/2016	0	0			
PP_0025TW2.1	B	2002	USA	Connecticut	Levitz, R.; Gao, Y.; Dozmorov, I.; Song, R.; Wakeland, E. K.; Kahn, J. S.	UT Southwestern Medical Center, Pediatrics	Homo sapiens	14986	2017-09-17	MF185751.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9882407042438576			MF185751.1				0	0			
PP_0025TX0.1	B.D	2002	USA	Connecticut	Levitz, R.; Gao, Y.; Dozmorov, I.; Song, R.; Wakeland, E. K.; Kahn, J. S.	UT Southwestern Medical Center, Pediatrics	Homo sapiens	15062	2017-09-17	MF185752.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9892261200893444			MF185752.1				0	0			
PP_0025TYY.1	B.D	2011	USA	Texas	Levitz, R.; Gao, Y.; Dozmorov, I.; Song, R.; Wakeland, E. K.; Kahn, J. S.	UT Southwestern Medical Center, Pediatrics	Homo sapiens	15074	2017-09-17	MF185753.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9899487583760347			MF185753.1				0	0			
PP_0025TZW.1	B	2002	USA	Connecticut	Levitz, R.; Gao, Y.; Dozmorov, I.; Song, R.; Wakeland, E. K.; Kahn, J. S.	UT Southwestern Medical Center, Pediatrics	Homo sapiens	14987	2017-09-17	MF185754.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9858100118249902			MF185754.1				0	40			
PP_0025UPF.1	B.D.4.1	2016	USA		Greninger, A. L.; Makhsous, N.; Kuypers, J.; Shean, R. C.; Jerome, K. R.; Kuypers, J. M.	UW, Lab Medicine	Homo sapiens	15074	2017-03-29	KY674984.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9927079227433977			KY674984.1				0	0			
PP_0025UQD.1	B.D.4.1	2016	USA		Greninger, A. L.; Makhsous, N.; Kuypers, J.; Shean, R. C.; Jerome, K. R.; Kuypers, J. M.	UW, Lab Medicine	Homo sapiens	15196	2017-03-26	KY684758.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	SAMN07309903	0.9976350019708317			KY684758.1	SRR5872102			1	8			
PP_0025VEZ.1	B.D.4	2015-02-23	Argentina		Goya, S.; Valinotto, L. E.; Tittarelli, E.; Rojo, G. L.; Greninger, A.; Zaiat, J.; Marti, M.; Mistchenko, A. S.; Viegas, M.; Luso, S.; Natale, M.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15238	2017-12-01	KY883568.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9997372224412036			KY883568.2			HRSV/B/BuenosAires/ARG/002/2015	2	2			
PP_0025VFX.1	B.D.4	2015-02-23	Argentina		Goya, S.; Valinotto, L. E.; Tittarelli, E.; Rojo, G. L.; Greninger, A.; Zaiat, J.; Marti, M.; Mistchenko, A. S.; Viegas, M.; Luso, S.; Natale, M.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15161	2017-12-01	KY883569.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9961240310077519			KY883569.1			HRSV/B/BuenosAires/ARG/002sanger/2015	0	0			
PP_0025VGV.1	B.D.4	2015-05-21	Argentina		Goya, S.; Valinotto, L. E.; Tittarelli, E.; Rojo, G. L.; Greninger, A.; Zaiat, J.; Marti, M.; Mistchenko, A. S.; Viegas, M.; Luso, S.; Natale, M.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15230	2017-12-01	KY883570.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			KY883570.2			HRSV/B/BuenosAires/ARG/004/2015	9	0			
PP_0025VHS.1	B.D	2015-05-26	Argentina		Goya, S.; Valinotto, L. E.; Tittarelli, E.; Rojo, G. L.; Greninger, A.; Zaiat, J.; Marti, M.; Mistchenko, A. S.; Viegas, M.; Luso, S.; Natale, M.	Ricardo Gutierrez Children's Hospital, Virology Laboratory	Homo sapiens	15258	2017-12-01	KY883571.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.998357640257522			KY883571.2			HRSV/B/BuenosAires/ARG/005/2015	14	11			
PP_0025XHQ.1	B.D.4.1	2016-11-14	China		Xu, L.; Xie, Z.	Beijing Pediatric Research Institute, Beijing Children's Hospital, Capital Medical University, Virus Research Group	Homo sapiens	15276	2017-07-12	KY924878.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		1.0			KY924878.1				0	0			
PP_002641E.1	B.D.4.1	2017	Japan	Tokyo	Hasegawa, M.; Okazaki, T.; Sakamoto, T.; Murata, R.; Nagashima, M.; Shinakai, T.; Sadamasu, K.; Shinkai, T.	Microbiology; 3-24-1 hyakunin-cho, Shinjuku-ku, Tokyo 169-0073	Homo sapiens	14983	2017-10-03	LC324678.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9841676520825121			LC324678.1				3	0			
PP_002642C.1	B.D.4.1.1	2017	Japan	Tokyo	Hasegawa, M.; Okazaki, T.; Sakamoto, T.; Murata, R.; Nagashima, M.; Shinakai, T.; Sadamasu, K.; Shinkai, T.	Microbiology; 3-24-1 hyakunin-cho, Shinjuku-ku, Tokyo 169-0073	Homo sapiens	14950	2017-10-03	LC324679.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9820654316121403			LC324679.1				1	0			
PP_002643A.1	B.D.4.1	2014-07-30	Philippines		Okamoto, M.; Sakamoto, M.; Dapat, C.; Saito, M.; Saito-Obata, M.; Tamaki, R.; Lupisan, S. P.; Oshitani, H.	Tohoku University, Virology; 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8575	Homo sapiens	15228	2018-08-14	LC384997.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			LC384997.1				0	0			
PP_0026448.1	B.D.4	2015-10-19	Philippines		Okamoto, M.; Sakamoto, M.; Dapat, C.; Saito, M.; Saito-Obata, M.; Tamaki, R.; Lupisan, S. P.; Oshitani, H.	Tohoku University, Virology; 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8575	Homo sapiens	15230	2018-08-14	LC384998.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992116673236106			LC384998.1				1	0			
PP_0026456.1	B.D.4.1	2014-07-31	Philippines		Okamoto, M.; Sakamoto, M.; Dapat, C.; Saito, M.; Saito-Obata, M.; Tamaki, R.; Lupisan, S. P.; Oshitani, H.	Tohoku University, Virology; 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8575	Homo sapiens	15228	2018-08-14	LC384999.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			LC384999.1				0	0			
PP_0026464.1	B.D.4	2015-10-12	Philippines		Okamoto, M.; Sakamoto, M.; Dapat, C.; Saito, M.; Saito-Obata, M.; Tamaki, R.; Lupisan, S. P.; Oshitani, H.	Tohoku University, Virology; 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8575	Homo sapiens	15228	2018-08-14	LC385000.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			LC385000.1				0	0			
PP_0026472.1	B.D.4	2014-08-06	Philippines		Okamoto, M.; Sakamoto, M.; Dapat, C.; Saito, M.; Saito-Obata, M.; Tamaki, R.; Lupisan, S. P.; Oshitani, H.	Tohoku University, Virology; 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8575	Homo sapiens	15228	2018-08-14	LC385001.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			LC385001.1				0	0			
PP_0026480.1	B.D.4.1	2015-10-13	Philippines		Okamoto, M.; Sakamoto, M.; Dapat, C.; Saito, M.; Saito-Obata, M.; Tamaki, R.; Lupisan, S. P.; Oshitani, H.	Tohoku University, Virology; 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8575	Homo sapiens	15229	2018-08-14	LC385002.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			LC385002.1				0	0			
PP_002649Y.1	B.D.4	2015-11-16	Philippines		Okamoto, M.; Sakamoto, M.; Dapat, C.; Saito, M.; Saito-Obata, M.; Tamaki, R.; Lupisan, S. P.; Oshitani, H.	Tohoku University, Virology; 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8575	Homo sapiens	15254	2018-08-14	LC385003.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			LC385003.1				0	0			
PP_00264AW.1	B.D.4.1	2017-01-30	Philippines		Okamoto, M.; Sakamoto, M.; Dapat, C.; Saito, M.; Saito-Obata, M.; Tamaki, R.; Lupisan, S. P.; Oshitani, H.	Tohoku University, Virology; 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8575	Homo sapiens	15226	2018-08-14	LC385004.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			LC385004.1				0	0			
PP_00264BU.1	B.D.4.1	2014-09-08	Philippines		Okamoto, M.; Sakamoto, M.; Dapat, C.; Saito, M.; Saito-Obata, M.; Tamaki, R.; Lupisan, S. P.; Oshitani, H.	Tohoku University, Virology; 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8575	Homo sapiens	15228	2018-08-14	LC385005.2	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			LC385005.2				0	0			
PP_00264CS.1	B.D.4.1	2016-12-19	Philippines		Okamoto, M.; Sakamoto, M.; Dapat, C.; Saito, M.; Saito-Obata, M.; Tamaki, R.; Lupisan, S. P.; Oshitani, H.	Tohoku University, Virology; 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8575	Homo sapiens	15228	2018-08-14	LC385006.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			LC385006.1				0	0			
PP_00264DQ.1	B.D.4	2015-10-16	Philippines		Okamoto, M.; Sakamoto, M.; Dapat, C.; Saito, M.; Saito-Obata, M.; Tamaki, R.; Lupisan, S. P.; Oshitani, H.	Tohoku University, Virology; 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8575	Homo sapiens	15228	2018-08-14	LC385007.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			LC385007.1				0	0			
PP_00264EN.1	B.D.4.1	2016-12-05	Philippines		Okamoto, M.; Sakamoto, M.; Dapat, C.; Saito, M.; Saito-Obata, M.; Tamaki, R.; Lupisan, S. P.; Oshitani, H.	Tohoku University, Virology; 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8575	Homo sapiens	15229	2018-08-14	LC385008.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			LC385008.1				0	0			
